POP	Inversion	Type	CHR	StartNonRecombining	EndOutside	StartInside	EndInside	StartOutside	EndNonRecombining	SizeInside	SizeUsable	Len	ncd1_rawp_0.5	ncd1_rawp_0.4	ncd1_rawp_0.3	ncd2_rawp_0.5	ncd2_rawp_0.4	ncd2_rawp_0.3	ncd1_corp_0.5	ncd1_corp_0.4	ncd1_corp_0.3	ncd2_corp_0.5	ncd2_corp_0.4	ncd2_corp_0.3
BEB	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0422802146674212	0.0246616861191609	0.00546087788796427	0.00790879346337203	0.00761729303369801	0.00660441876369524	0.184994861253854	0.139773895169579	0.0462487153134635	0.0976361767728674	0.0935251798561151	0.0811921891058582
CDX	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.420296353740461	0.349559679905608	0.172267208403905	0.0124295232699195	0.0112501761792768	0.00870958065918957	0.665876777251185	0.605450236966825	0.42654028436019	0.161137440758294	0.149289099526066	0.12085308056872
CEU	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0628236109464623	0.0469747676931635	0.0239611165318573	0.00963512134440802	0.010095211979465	0.00992052943600723	0.23093447905478	0.19656283566058	0.114930182599356	0.140708915145005	0.14500537056928	0.140708915145005
CHB	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.151244267734174	0.104742094580248	0.0297468997712628	0.0129635832684014	0.0117878043148446	0.00947106355169285	0.394967177242888	0.297592997811816	0.12144420131291	0.12253829321663	0.117067833698031	0.101750547045952
CHS	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.122145098722922	0.0830013511746502	0.0226016649958593	0.00482276006137548	0.00457190440716517	0.00387423716438539	0.346238938053097	0.283185840707965	0.115044247787611	0.0785398230088496	0.0752212389380531	0.0685840707964602
CLM	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.019485415888542	0.0110628771702337	0.00285645156364883	0.01993813469132	0.0180137456361087	0.0144721059070429	0.131923464249748	0.0795568982880161	0.0261832829808661	0.228600201409869	0.215508559919436	0.182275931520645
ESN	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.537124043004913	0.489502554219138	0.367165133119131	0.0105307464440862	0.0124736929882383	0.0134374230643996	0.963891675025075	0.949849548645938	0.905717151454363	0.132397191574724	0.15346038114343	0.162487462387161
FIN	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0590563369380906	0.0326093329674634	0.00531449572096318	0.0104169553237196	0.00969968019810609	0.00799805942138468	0.178852643419573	0.125984251968504	0.0247469066366704	0.141732283464567	0.136107986501687	0.1214848143982
GBR	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0550245635266103	0.0303365213436156	0.00484684584560481	0.0164569692789622	0.0170553608313077	0.0161217258189133	0.209070796460177	0.138274336283186	0.0254424778761062	0.202433628318584	0.202433628318584	0.191371681415929
GIH	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0225433423648373	0.0191946866759596	0.0222743367831823	0.0248126701501274	0.0238767196692549	0.0234311050205118	0.108879492600423	0.107822410147992	0.118393234672304	0.264270613107822	0.260042283298097	0.255813953488372
GWD	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.259449628547612	0.213833585497635	0.121344597543162	0.0127994913068484	0.0141283807196722	0.0139061053101198	0.792585170340681	0.735470941883767	0.555110220440882	0.125250501002004	0.140280561122244	0.140280561122244
IBS	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0418069361541821	0.0297488882251676	0.0138530971352756	0.00618983791406331	0.00603510193631338	0.00550429372398053	0.183884297520661	0.149793388429752	0.0733471074380165	0.0826446280991736	0.0795454545454545	0.0712809917355372
ITU	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.00938210220824772	0.00501750680147559	0.00195041202264838	0.0217764421389787	0.0188159179220183	0.0158773264679798	0.0462012320328542	0.0297741273100616	0.0236139630390144	0.223819301848049	0.205338809034908	0.176591375770021
JPT	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.121680735348439	0.0766621414089586	0.0145865327855515	0.00978688646320636	0.00917518097290875	0.00772097559800834	0.344280860702152	0.253680634201585	0.0668176670441676	0.114382785956965	0.109852774631937	0.0973952434881087
KHV	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.067957863117056	0.0380026165993841	0.00543961720192932	0.01051050570456	0.00958548517966683	0.00778905691116762	0.226973684210526	0.141447368421053	0.0307017543859649	0.12280701754386	0.112938596491228	0.099780701754386
LWK	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.198804394367469	0.159123419400842	0.0828481921306811	0.0307849609353294	0.0323035692455224	0.0304749679687165	0.760521042084168	0.697394789579158	0.491983967935872	0.32565130260521	0.332665330661323	0.32565130260521
MSL	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.36917904172304	0.327261944988391	0.229006055556234	0.0163065185576924	0.0181495430553868	0.0183166937045745	0.893985728848114	0.871559633027523	0.776758409785933	0.17737003058104	0.194699286442406	0.204892966360856
MXL	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.00871519934775926	0.00400800598778385	0.001260542108288	0.00750515147555761	0.00703325753461987	0.00583734003654481	0.0368809272918862	0.0231822971548999	0.0105374077976818	0.0821917808219178	0.0790305584826133	0.0706006322444679
PEL	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.00351881282396883	0.00166636491044546	0.0012916842691129	0.0144194145390936	0.0132877359677649	0.0117545971196324	0.0234042553191489	0.0117021276595745	0.00957446808510638	0.151063829787234	0.143617021276596	0.128723404255319
PJL	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0966845910045939	0.0783606997083665	0.0451672100541973	0.0209131388730042	0.0195126289151072	0.0169476858487082	0.353671147880041	0.31023784901758	0.211995863495346	0.228541882109617	0.21923474663909	0.197518097207859
PUR	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0408808406783617	0.0307464730316401	0.0157965873493913	0.0118055950276667	0.011535307676439	0.00994538208098207	0.259036144578313	0.218875502008032	0.122489959839357	0.146586345381526	0.144578313253012	0.125502008032129
STU	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.00779894516242229	0.00471663732387752	0.00350460354923765	0.0175386270466882	0.0156609552321411	0.0130184979981203	0.040041067761807	0.0277207392197125	0.0236139630390144	0.174537987679671	0.155030800821355	0.135523613963039
TSI	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.0668101880694342	0.0424840218460342	0.0106636982034262	0.0116091323472207	0.0119414715885856	0.0109584176981618	0.248693834900731	0.189132706374086	0.0564263322884013	0.143155694879833	0.144200626959248	0.137931034482759
YRI	HsInv0105	long	7	40878897	40879374	40879377	40880469	40880470	40900471	1093	21573	21574	0.549547651555973	0.609054081489795	0.584877512315393	0.00564919712636947	0.00710943656911224	0.00814248252615865	0.968906720160481	0.982948846539619	0.980942828485456	0.0762286860581745	0.0932798395185557	0.109327983951856
ACB	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.162198288292819	0.157703907236181	0.149593648984413	0.0366016957628155	0.0382602318061096	0.0445967205515595	0.609805924412666	0.611848825331971	0.594484167517875	0.302349336057201	0.316649642492339	0.353421859039837
ASW	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.250122482295314	0.265048865969105	0.251378337231138	0.0227787438109226	0.0253028308698826	0.0324830741195881	0.747196738022426	0.767584097859327	0.749235474006116	0.218144750254842	0.239551478083588	0.293577981651376
BEB	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.0992536774899256	0.0864928918952794	0.0629592352188263	0.0910849119616862	0.0864914872702839	0.0807671525671777	0.307120085015941	0.28480340063762	0.246546227417641	0.563230605738576	0.544102019128587	0.533475026567481
CDX	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.711903153367461	0.688532409081394	0.606949492834986	0.0345620574687766	0.0317343549790573	0.0253497384515739	0.863892013498313	0.852643419572553	0.802024746906637	0.274465691788526	0.253093363329584	0.226096737907762
CEU	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.187193259226161	0.171578774587137	0.135638011690574	0.0433512506190837	0.0468065272910495	0.0464443708050707	0.440825190010858	0.418023887079262	0.370249728555917	0.326818675352877	0.346362649294245	0.352877307274701
CHB	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.493587208430569	0.448727353964962	0.31962419884132	0.0411942840654738	0.0404939392156698	0.0358436494129709	0.723726977248104	0.679306608884074	0.549295774647887	0.313109425785482	0.312026002166847	0.292524377031419
CHS	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.374464978424792	0.334720829882753	0.226155036394543	0.0768680230771173	0.0803471425497273	0.0692489838542729	0.604910714285714	0.564732142857143	0.427455357142857	0.455357142857143	0.470982142857143	0.444196428571429
CLM	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.482624036006324	0.474738843747871	0.445497212845575	0.0242500074596433	0.0235426343481764	0.0214583105399787	0.847265221878225	0.847265221878225	0.849329205366357	0.184726522187822	0.184726522187822	0.178534571723426
ESN	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.134977122639004	0.122686573919485	0.0969721153442042	0.0239705520303057	0.0250756450677827	0.028390527093244	0.581039755351682	0.551478083588175	0.488277268093782	0.199796126401631	0.201834862385321	0.227319062181448
FIN	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.24363538713029	0.272707977137818	0.363290109080846	0.0815532982406679	0.0816034994672646	0.08774531833401	0.479905437352246	0.514184397163121	0.638297872340426	0.511820330969267	0.509456264775414	0.536643026004728
GBR	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.160862800303777	0.152099373717541	0.134317315073793	0.0566433277940059	0.0618942737453103	0.0623893286038772	0.379194630872483	0.36241610738255	0.332214765100671	0.381431767337808	0.417225950782998	0.434004474272931
GIH	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.175515601058819	0.155552688411425	0.111345542307663	0.0320519117108009	0.0351396698458636	0.0352710383220612	0.423365487674169	0.385852090032154	0.314040728831726	0.246516613076099	0.258306538049303	0.262593783494105
GWD	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.0464561552042966	0.0474569731050876	0.0560471089950795	0.0328646100634398	0.0350385429529368	0.0439966388782713	0.259979529170931	0.280450358239509	0.338792221084954	0.290685772773797	0.300921187308086	0.372569089048106
IBS	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.236767890832191	0.260183827447143	0.331744154458281	0.0423797117204926	0.0419258726929683	0.0458026470221101	0.533755274261603	0.565400843881857	0.643459915611814	0.306962025316456	0.310126582278481	0.343881856540084
ITU	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.214325163492645	0.201568046531474	0.169506541218909	0.0482823855189531	0.0477380542209802	0.04600935372522	0.537017726798749	0.528675703858186	0.492179353493222	0.354535974973931	0.35245046923879	0.35036496350365
JPT	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.573701720191795	0.534985230556535	0.410281718077633	0.104176575773813	0.0996887286038545	0.0856845261389703	0.779069767441861	0.751162790697674	0.67906976744186	0.590697674418605	0.575581395348837	0.531395348837209
KHV	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.753633701642796	0.732128832625122	0.65593290811136	0.0587724113428641	0.0577985791812768	0.0507993105556365	0.908665105386417	0.894613583138173	0.866510538641686	0.42271662763466	0.415690866510539	0.388758782201405
LWK	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.20890876450321	0.19100638102178	0.149817219813042	0.0368550280779801	0.038684423190808	0.043864203234723	0.697674418604651	0.667340748230536	0.583417593528817	0.281092012133468	0.288169868554095	0.304347826086957
MSL	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.0738577018922087	0.0853056750879926	0.13713593495626	0.0904523231558043	0.0935559255897718	0.112902521394092	0.343465045592705	0.380952380952381	0.557244174265451	0.563323201621074	0.56838905775076	0.646403242147923
MXL	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.497130575121293	0.464022340581938	0.366539582191689	0.0563184041433966	0.0475322264403654	0.0352965479819442	0.768131868131868	0.749450549450549	0.682417582417582	0.361538461538462	0.321978021978022	0.262637362637363
PEL	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.396316562393128	0.341291315455954	0.204727346489905	0.160131918648569	0.151014975466982	0.126542276563388	0.731707317073171	0.671261930010604	0.519618239660657	0.728525980911983	0.709437963944857	0.654294803817603
PJL	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.0679197791798346	0.0672272536817883	0.0779507912899386	0.0448127296465467	0.0453443013361471	0.0402790173141633	0.242424242424242	0.244514106583072	0.290491118077325	0.35632183908046	0.349007314524556	0.320794148380355
PUR	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.140114276067469	0.144313916336496	0.162868927455643	0.0591150235646847	0.0538730388764632	0.0560846253797438	0.492276004119464	0.515962924819773	0.576725025746653	0.4129763130793	0.389289392378991	0.394438722966014
STU	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.203258740281375	0.195491354584877	0.177271774340802	0.0531087251330101	0.0576715194787018	0.0575550870790739	0.522292993630573	0.518046709129512	0.493630573248408	0.387473460721868	0.423566878980892	0.426751592356688
TSI	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.33123005695528	0.33478066999143	0.339554351022886	0.030600345106175	0.029381501910053	0.0285360915229555	0.648992576882291	0.650053022269353	0.678685047720042	0.255567338282078	0.252386002120891	0.242841993637328
YRI	HsInv0114	long	9	126738470	126738651	126741386	126753317	126756052	126756069	11932	12132	17599	0.0543812997798242	0.0573920042567616	0.0759298048489088	0.034697957133754	0.0363416198017679	0.0448263335404454	0.27263479145473	0.299084435401831	0.40793489318413	0.285859613428281	0.298067141403866	0.347914547304171
ACB	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.654073631861324	0.630066493802551	0.561655369468037	0.321399202759702	0.34887676747793	0.366327709894701	0.891019172552977	0.872855701311806	0.82744702320888	0.665993945509586	0.691220988900101	0.711402623612513
ASW	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.611606055562295	0.590475156076767	0.526944694424305	0.418701757368309	0.447245587514527	0.465092134142418	0.826266804550155	0.814891416752844	0.766287487073423	0.784901758014478	0.811789038262668	0.828335056876939
BEB	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.802677645646832	0.7978153449985	0.774595409641803	0.339586835027106	0.350649894425802	0.342496655321677	0.874534161490683	0.870807453416149	0.857142857142857	0.737888198757764	0.747826086956522	0.737888198757764
CDX	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.939841951015282	0.937942461034883	0.929006413306183	0.317264043245136	0.337905227394743	0.344654449696249	0.955249569707401	0.95697074010327	0.953528399311532	0.80895008605852	0.833046471600688	0.841652323580034
CEU	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.403574652793609	0.445185617493913	0.552362280117818	0.546030049394787	0.539832616548633	0.515046882476223	0.570621468926554	0.605932203389831	0.692090395480226	0.943502824858757	0.940677966101695	0.926553672316384
CHB	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.920294208512081	0.918533143742132	0.90915019064784	0.189151138020361	0.179457564904959	0.155758295384647	0.956780923994039	0.956780923994039	0.953800298062593	0.56929955290611	0.554396423248882	0.521609538002981
CHS	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.923017913960685	0.918585189382382	0.900888070435427	0.477257290141814	0.453895656069685	0.39875509876139	0.9375	0.9375	0.92948717948718	0.923076923076923	0.905448717948718	0.871794871794872
CLM	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.36869542850297	0.368872194934027	0.364414862004731	0.505690613779453	0.510366914989905	0.505185745118907	0.519956850053937	0.52319309600863	0.531823085221144	0.868392664509169	0.869471413160734	0.868392664509169
ESN	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.719858436081711	0.712281912267503	0.68351513757591	0.65167888370911	0.637145897694513	0.614154959219168	0.907867494824017	0.902691511387164	0.890269151138716	0.942028985507246	0.938923395445135	0.926501035196687
FIN	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.493919757212446	0.533070188399577	0.622240437542949	0.413791843224381	0.420525634955154	0.437890038430043	0.620689655172414	0.650246305418719	0.727422003284072	0.901477832512315	0.9064039408867	0.912972085385878
GBR	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.666166546267311	0.720499585291109	0.815414410465071	0.229048985998679	0.24135806845295	0.250926325343164	0.789877300613497	0.822085889570552	0.880368098159509	0.636503067484663	0.654907975460123	0.673312883435583
GIH	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.495744399160433	0.469213196621155	0.386593065390282	0.669191816342877	0.67348145628145	0.65593278406137	0.612648221343874	0.583662714097497	0.509881422924901	0.989459815546772	0.988142292490119	0.981554677206851
GWD	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.694472680458617	0.72132752527958	0.687802738704651	0.567057911079516	0.59178446271072	0.603383666805986	0.886965376782077	0.906313645621181	0.886965376782077	0.893075356415479	0.909368635437882	0.910386965376782
IBS	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.188773588162281	0.212961726128922	0.294261245698111	0.467010728228189	0.469973044833154	0.448379399855713	0.304726368159204	0.334577114427861	0.432835820895522	0.876865671641791	0.880597014925373	0.861940298507463
ITU	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.624360328407622	0.621472538380296	0.563786341365984	0.484903878669551	0.493791432983047	0.481206812395919	0.745098039215686	0.738970588235294	0.682598039215686	0.897058823529412	0.899509803921569	0.89093137254902
JPT	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.929970152302834	0.926965191147598	0.913306276805619	0.713355770562275	0.714531417137788	0.691744183479537	0.960264900662252	0.960264900662252	0.956953642384106	0.993377483443709	0.993377483443709	0.990066225165563
KHV	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.952833387886777	0.951315720926209	0.945409204886023	0.285081563444725	0.290187580719243	0.277232892321529	0.979166666666667	0.977678571428571	0.973214285714286	0.735119047619048	0.736607142857143	0.729166666666667
LWK	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.717094572353422	0.700557069194178	0.649463297616866	0.496168153521536	0.516878938418964	0.522297266187507	0.910931174089069	0.902834008097166	0.873481781376518	0.838056680161943	0.864372469635628	0.867408906882591
MSL	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.836784507329589	0.826025004783559	0.789389500234541	0.675243758054795	0.676794566690727	0.661070097662035	0.96849593495935	0.965447154471545	0.949186991869919	0.955284552845528	0.955284552845528	0.953252032520325
MXL	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.744556863898208	0.731936406527754	0.685656384073564	0.265345443546341	0.279047549408015	0.277521985422833	0.872950819672131	0.868852459016393	0.837431693989071	0.685792349726776	0.704918032786885	0.692622950819672
PEL	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.807753626103925	0.791406821031738	0.735454511926076	0.355139350656977	0.372297483263501	0.374360309999237	0.889175257731959	0.88659793814433	0.858247422680412	0.806701030927835	0.818298969072165	0.822164948453608
PJL	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.655336727263911	0.640768688149101	0.587019920336837	0.163336068953581	0.162354675159053	0.163595673732223	0.764632627646326	0.7546699875467	0.701120797011208	0.430884184308842	0.429638854296389	0.439601494396015
PUR	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.520873150021988	0.529327140513919	0.541768705072707	0.50097283572372	0.50153646434731	0.502557196579593	0.731991525423729	0.738347457627119	0.741525423728814	0.861228813559322	0.854872881355932	0.859110169491525
STU	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.524228277131184	0.508406464881453	0.455065707559469	0.297609188270791	0.301638467031887	0.296052901778505	0.675609756097561	0.667073170731707	0.610975609756098	0.698780487804878	0.70609756097561	0.707317073170732
TSI	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.475076135389753	0.507966149399297	0.584088098844766	0.335357025304461	0.343165601093169	0.393052793265443	0.627376425855513	0.662864385297845	0.726235741444867	0.741444866920152	0.747782002534854	0.803548795944233
YRI	HsInv0124	short	11	-	307675	311837	317944	321341	-	6108	6108	6108	0.613609752737792	0.645108257964434	0.699539075909998	0.747405970783301	0.751742619895068	0.742148235345497	0.835198372329603	0.854526958290946	0.888097660223805	0.972533062054934	0.971515768056968	0.967446592065107
ACB	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00865395071008814	0.00672201584831281	0.00553190958974643	0.0818155552345287	0.0838689808119405	0.0909428612703457	0.034136546184739	0.0291164658634538	0.0240963855421687	0.315261044176707	0.318273092369478	0.345381526104418
ASW	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00187085241094996	0.00124127930759183	0.00143875556107235	0.0787364233507643	0.0769995495964241	0.0748448411314583	0.0161453077699294	0.00605449041372351	0.0100908173562059	0.29263370332997	0.289606458123108	0.286579212916246
BEB	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00237607817965673	0.00662536888841624	0.132895541435142	0.0570914158905617	0.0652235202166115	0.0811053090163755	0.00456100342075257	0.0193842645381984	0.256556442417332	0.259977194982896	0.283922462941847	0.335233751425314
CDX	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00372761527775135	0.00286172379013074	0.0116728833235009	0.0531176002194059	0.0565460188302017	0.0595307266697479	0.0101010101010101	0.00577200577200577	0.0303030303030303	0.274170274170274	0.29004329004329	0.298701298701299
CEU	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00324454455093424	0.00579604417249524	0.0712149259992158	0.0404923729284429	0.0460290500667351	0.0525746488061428	0.00855745721271394	0.0183374083129584	0.156479217603912	0.221271393643032	0.245721271393643	0.272616136919315
CHB	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.0018576717516154	0.00510708783285382	0.111106079497483	0.0482221445839932	0.0516482315892345	0.0560916195134484	0.0066577896138482	0.0119840213049268	0.22237017310253	0.26098535286285	0.272969374167776	0.288948069241012
CHS	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00293444623632481	0.00673299045460489	0.106928039053306	0.0443986457000496	0.048119404085581	0.0527734577085819	0.00412654745529574	0.0206327372764787	0.18707015130674	0.237964236588721	0.250343878954608	0.266850068775791
CLM	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00209888114483572	0.00511624301449602	0.0846711204760126	0.0841809808933669	0.0961856357108045	0.120142827304284	0.00424178154825027	0.0116648992576882	0.201484623541888	0.331919406150583	0.364793213149523	0.417815482502651
ESN	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00283063178648474	0.00289944629720202	0.00857087040195526	0.0781181254318321	0.0771706759214403	0.0771119070498821	0.0130784708249497	0.0160965794768612	0.0442655935613682	0.3158953722334	0.310865191146881	0.304828973843058
FIN	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00025798522917297	2.81438431825058e-05	0.00129813476679308	0.0397585682449531	0.0446718626944243	0.0495654782630697	0	0	0.00282885431400283	0.251768033946252	0.27015558698727	0.291371994342291
GBR	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.000361198066201123	0.00064830422138663	0.0411446788630185	0.0455911079175533	0.0508192236690694	0.0588021835283713	0	0.00130548302872063	0.0900783289817232	0.22976501305483	0.258485639686684	0.289817232375979
GIH	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.0236547823542458	0.0473053483200644	0.191235140393085	0.0428896113489586	0.0489724908820694	0.0561354668532179	0.0469879518072289	0.0903614457831325	0.334939759036145	0.201204819277108	0.228915662650602	0.249397590361446
GWD	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00244281444975485	0.0016131547017101	0.00144199654896386	0.0528773353306367	0.0536882436551286	0.0570930266250218	0.014014014014014	0.00900900900900901	0.00700700700700701	0.233233233233233	0.235235235235235	0.249249249249249
IBS	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.0107717961148291	0.0115710132572489	0.030778490027421	0.0421412268888059	0.0456096258539891	0.0526740410855925	0.0296803652968037	0.0296803652968037	0.0776255707762557	0.17351598173516	0.182648401826484	0.203196347031963
ITU	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00115829356348901	0.00535417606062165	0.235604930351074	0.0630315704177274	0.0735780391631415	0.0967446196938665	0.00338218714768884	0.0157835400225479	0.441939120631342	0.275084554678692	0.317925591882751	0.397970687711387
JPT	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.0536997248025693	0.0461457513056141	0.0307586873664544	0.035499388896582	0.0368672972370901	0.0373842766803337	0.0965034965034965	0.0825174825174825	0.0629370629370629	0.211188811188811	0.216783216783217	0.215384615384615
KHV	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.014535789516106	0.00622597314004704	0.00107042702076275	0.0703475708608932	0.0730706200358165	0.0716226748456832	0.0350194552529183	0.0194552529182879	0.00259403372243839	0.30609597924773	0.319066147859922	0.308690012970169
LWK	HsInv0201	long	5	147549779	147553039	147554240	147554615	147554779	147559433	376	8292	9654	0.00408769280074484	0.00242881821253223	0.00118466227137278	0.0909609067512578	0.0923326553973705	0.0949582680403205	0.0210631895687061	0.0110330992978937	0.0100300902708124	0.340020060180542	0.350050150451354	0.356068204613842
